epoch,train_loss,train_cla_loss,train_reg_loss,test_loss,test_cla_loss,test_reg_loss,test_classification_metrics
0,38.777077402490896,0.6091308821240131,38.167946543966195,39.0561090420876,0.584326375220249,38.471782649408524,"{'accuracy': 0.82585969738652, 'precision': 0.0787037037037037, 'recall': 0.037694013303769404, 'f1': 0.050974512743628186, 'pka_atom_accuracy': 0.037694013303769404, 'confusion_matrix': {'tn': 2985, 'fp': 199, 'fn': 434, 'tp': 17}}"
1,12.125240534265204,0.3854994064073233,11.739741132661456,7.220856492921932,0.3188666215361054,6.901989867098007,"{'accuracy': 0.8759284731774415, 'precision': 0, 'recall': 0.0, 'f1': 0, 'pka_atom_accuracy': 0.0, 'confusion_matrix': {'tn': 3184, 'fp': 0, 'fn': 451, 'tp': 0}}"
2,6.128461124352811,0.2836730672060481,5.844788061258741,4.09776155539413,0.16465351142600845,3.9331080303905566,"{'accuracy': 0.9400275103163687, 'precision': 0.76905311778291, 'recall': 0.738359201773836, 'f1': 0.753393665158371, 'pka_atom_accuracy': 0.738359201773836, 'confusion_matrix': {'tn': 3084, 'fp': 100, 'fn': 118, 'tp': 333}}"
3,4.872532371998746,0.18830942894725025,4.684222928169392,3.436541894374332,0.11920443008334111,3.3173374586936073,"{'accuracy': 0.936726272352132, 'precision': 0.6935201401050788, 'recall': 0.8780487804878049, 'f1': 0.7749510763209393, 'pka_atom_accuracy': 0.8780487804878049, 'confusion_matrix': {'tn': 3009, 'fp': 175, 'fn': 55, 'tp': 396}}"
4,4.448414556176373,0.1423057950793533,4.306108761879004,3.1534234411222166,0.1025033448805421,3.0509201019340253,"{'accuracy': 0.9372764786795048, 'precision': 0.6712749615975423, 'recall': 0.9689578713968958, 'f1': 0.7931034482758621, 'pka_atom_accuracy': 0.9689578713968958, 'confusion_matrix': {'tn': 2970, 'fp': 214, 'fn': 14, 'tp': 437}}"
5,4.139587135092069,0.11312295935701562,4.026464179202106,3.05897389470127,0.08235254459936213,2.9766213650475932,"{'accuracy': 0.9603851444291609, 'precision': 0.7890772128060264, 'recall': 0.9290465631929047, 'f1': 0.8533604887983707, 'pka_atom_accuracy': 0.9290465631929047, 'confusion_matrix': {'tn': 3072, 'fp': 112, 'fn': 32, 'tp': 419}}"
6,3.82071218469073,0.09928524430264911,3.7214269398139885,2.605501187379288,0.08722588872864326,2.5182753002842735,"{'accuracy': 0.9623108665749656, 'precision': 0.8552036199095022, 'recall': 0.8381374722838137, 'f1': 0.8465845464725644, 'pka_atom_accuracy': 0.8381374722838137, 'confusion_matrix': {'tn': 3120, 'fp': 64, 'fn': 73, 'tp': 378}}"
7,3.3930056308721994,0.0872517114765796,3.3057539146587875,2.444406527896853,0.0742479380144266,2.37015858350076,"{'accuracy': 0.9653370013755158, 'precision': 0.8014842300556586, 'recall': 0.9578713968957872, 'f1': 0.8727272727272728, 'pka_atom_accuracy': 0.9578713968957872, 'confusion_matrix': {'tn': 3077, 'fp': 107, 'fn': 19, 'tp': 432}}"
8,3.3221546495407366,0.0844412847680826,3.237713371191958,2.0166085833482055,0.06561539110635518,1.9509932002993762,"{'accuracy': 0.9711141678129298, 'precision': 0.8545081967213115, 'recall': 0.9246119733924612, 'f1': 0.8881789137380192, 'pka_atom_accuracy': 0.9246119733924612, 'confusion_matrix': {'tn': 3113, 'fp': 71, 'fn': 34, 'tp': 417}}"
9,3.151349206494474,0.07484194558831629,3.076507261127855,2.2232214733571642,0.06949324369840602,2.153728229513809,"{'accuracy': 0.9700137551581843, 'precision': 0.8131868131868132, 'recall': 0.9844789356984479, 'f1': 0.8906720160481443, 'pka_atom_accuracy': 0.9844789356984479, 'confusion_matrix': {'tn': 3082, 'fp': 102, 'fn': 7, 'tp': 444}}"
