epoch,train_loss,train_cla_loss,train_reg_loss,test_loss,test_cla_loss,test_reg_loss,rmse_gt,rmse_hit,learning_rate,precision,recall,f1,test_classification_metrics
0,9.700664048408665,6.917723773143574,2.7829402479256413,2.4044535636901854,1.1817500128890528,1.2227035425582222,5.120435589500243,5.522304564403014,0.0001,0.18421052631578946,0.5663430420711975,0.2779984114376489,"{""accuracy"": 0.6070038910505836, ""precision"": 0.18421052631578946, ""recall"": 0.5663430420711975, ""f1"": 0.2779984114376489, ""pka_atom_accuracy"": 0.5663430420711975, ""rmse_gt"": 5.120435589500243, ""rmse_hit"": 5.522304564403014, ""confusion_matrix"": {""tn"": 1229, ""fp"": 775, ""fn"": 134, ""tp"": 175}}"
1,3.3927421858788986,2.05811167841262,1.334630506744101,2.3481670437437114,1.1708407178069606,1.1773263292782234,5.010312127538208,5.180557753238888,9e-05,0.17584223500410848,0.6925566343042071,0.2804718217562254,"{""accuracy"": 0.5252918287937743, ""precision"": 0.17584223500410848, ""recall"": 0.6925566343042071, ""f1"": 0.2804718217562254, ""pka_atom_accuracy"": 0.6925566343042071, ""rmse_gt"": 5.010312127538208, ""rmse_hit"": 5.180557753238888, ""confusion_matrix"": {""tn"": 1001, ""fp"": 1003, ""fn"": 95, ""tp"": 214}}"
2,2.6448296752834755,1.52619561426183,1.1186340633015865,2.315264441027786,1.177224792133678,1.138039639922367,4.839069886489862,5.063923200076156,8.1e-05,0.1723404255319149,0.7864077669902912,0.2827225130890052,"{""accuracy"": 0.4669260700389105, ""precision"": 0.1723404255319149, ""recall"": 0.7864077669902912, ""f1"": 0.2827225130890052, ""pka_atom_accuracy"": 0.7864077669902912, ""rmse_gt"": 4.839069886489862, ""rmse_hit"": 5.063923200076156, ""confusion_matrix"": {""tn"": 837, ""fp"": 1167, ""fn"": 66, ""tp"": 243}}"
3,2.4269650477949973,1.3507239037734036,1.0762411449782494,2.2280225746559372,1.1725780757990751,1.055444506977713,4.576346094101499,4.6511099690387665,7.290000000000001e-05,0.16841415465268678,0.8317152103559871,0.28010899182561316,"{""accuracy"": 0.42888024210981407, ""precision"": 0.16841415465268678, ""recall"": 0.8317152103559871, ""f1"": 0.28010899182561316, ""pka_atom_accuracy"": 0.8317152103559871, ""rmse_gt"": 4.576346094101499, ""rmse_hit"": 4.6511099690387665, ""confusion_matrix"": {""tn"": 735, ""fp"": 1269, ""fn"": 52, ""tp"": 257}}"
4,2.112059229548941,1.2625886446889774,0.8494705874496755,2.1011042811653833,1.1741823171124315,0.9269219608017892,4.294568139636563,4.2499046314983415,6.561000000000002e-05,0.16315472606863335,0.8770226537216829,0.2751269035532995,"{""accuracy"": 0.38261997405966275, ""precision"": 0.16315472606863335, ""recall"": 0.8770226537216829, ""f1"": 0.2751269035532995, ""pka_atom_accuracy"": 0.8770226537216829, ""rmse_gt"": 4.294568139636563, ""rmse_hit"": 4.2499046314983415, ""confusion_matrix"": {""tn"": 614, ""fp"": 1390, ""fn"": 38, ""tp"": 271}}"
5,2.1156983311234274,1.2497834336340972,0.865914896464526,2.0033546043164803,1.1492051037875088,0.8541495019414772,3.926595089189335,3.9684259477617383,5.904900000000002e-05,0.1724137931034483,0.8576051779935275,0.28710725893824485,"{""accuracy"": 0.4310419368785128, ""precision"": 0.1724137931034483, ""recall"": 0.8576051779935275, ""f1"": 0.28710725893824485, ""pka_atom_accuracy"": 0.8576051779935275, ""rmse_gt"": 3.926595089189335, ""rmse_hit"": 3.9684259477617383, ""confusion_matrix"": {""tn"": 732, ""fp"": 1272, ""fn"": 44, ""tp"": 265}}"
6,1.9721490239843409,1.2207923230338604,0.7513567002895654,1.8413652528416027,1.1470594864903074,0.6943057643226701,3.478512746305308,3.474635449505172,5.314410000000002e-05,0.1698595146871009,0.86084142394822,0.28373333333333334,"{""accuracy"": 0.41936878512754, ""precision"": 0.1698595146871009, ""recall"": 0.86084142394822, ""f1"": 0.28373333333333334, ""pka_atom_accuracy"": 0.86084142394822, ""rmse_gt"": 3.478512746305308, ""rmse_hit"": 3.474635449505172, ""confusion_matrix"": {""tn"": 704, ""fp"": 1300, ""fn"": 43, ""tp"": 266}}"
7,1.873301857601183,1.1611794771847392,0.7121223818309215,1.794230090488087,1.1284352320613282,0.6657948573105937,3.3227264604969546,3.292735751089277,4.782969000000002e-05,0.17346278317152103,0.8673139158576052,0.2891046386192017,"{""accuracy"": 0.4301772589710333, ""precision"": 0.17346278317152103, ""recall"": 0.8673139158576052, ""f1"": 0.2891046386192017, ""pka_atom_accuracy"": 0.8673139158576052, ""rmse_gt"": 3.3227264604969546, ""rmse_hit"": 3.292735751089277, ""confusion_matrix"": {""tn"": 727, ""fp"": 1277, ""fn"": 41, ""tp"": 268}}"
8,1.8444274076031335,1.185687559082153,0.6587398450765308,1.726215419624791,1.1237399397474346,0.6024754800844345,3.1149863978497665,3.0459496291085326,4.304672100000002e-05,0.16984732824427481,0.8640776699029126,0.28389154704944175,"{""accuracy"": 0.4176394293125811, ""precision"": 0.16984732824427481, ""recall"": 0.8640776699029126, ""f1"": 0.28389154704944175, ""pka_atom_accuracy"": 0.8640776699029126, ""rmse_gt"": 3.1149863978497665, ""rmse_hit"": 3.0459496291085326, ""confusion_matrix"": {""tn"": 699, ""fp"": 1305, ""fn"": 42, ""tp"": 267}}"
9,1.7724224559079549,1.1410865316727965,0.6313359238147739,1.6631081436619615,1.1133834596836205,0.5497246852649066,2.9725532664281946,2.9211810098711175,3.874204890000002e-05,0.16922094508301405,0.8576051779935275,0.2826666666666667,"{""accuracy"": 0.41850410722006054, ""precision"": 0.16922094508301405, ""recall"": 0.8576051779935275, ""f1"": 0.2826666666666667, ""pka_atom_accuracy"": 0.8576051779935275, ""rmse_gt"": 2.9725532664281946, ""rmse_hit"": 2.9211810098711175, ""confusion_matrix"": {""tn"": 703, ""fp"": 1301, ""fn"": 44, ""tp"": 265}}"
10,1.7383224609956192,1.1323071023432316,0.606015363873144,1.5851638880642978,1.0995405959360527,0.48562329590407016,2.767412545494518,2.7471656064057286,3.4867844010000016e-05,0.1700325732899023,0.8446601941747572,0.28308026030368766,"{""accuracy"": 0.42844790315607434, ""precision"": 0.1700325732899023, ""recall"": 0.8446601941747572, ""f1"": 0.28308026030368766, ""pka_atom_accuracy"": 0.8446601941747572, ""rmse_gt"": 2.767412545494518, ""rmse_hit"": 2.7471656064057286, ""confusion_matrix"": {""tn"": 730, ""fp"": 1274, ""fn"": 48, ""tp"": 261}}"
11,1.7266082208388482,1.1469036376947328,0.5797045828694464,1.5212015083341888,1.0780724016102878,0.4431291072311896,2.656819540560848,2.6368654111410708,3.138105960900002e-05,0.1781292984869326,0.8381877022653722,0.29381735677821896,"{""accuracy"": 0.46173800259403375, ""precision"": 0.1781292984869326, ""recall"": 0.8381877022653722, ""f1"": 0.29381735677821896, ""pka_atom_accuracy"": 0.8381877022653722, ""rmse_gt"": 2.656819540560848, ""rmse_hit"": 2.6368654111410708, ""confusion_matrix"": {""tn"": 809, ""fp"": 1195, ""fn"": 50, ""tp"": 259}}"
12,1.6698311254336842,1.144558783178996,0.5252723396382991,1.470611946510546,1.0637428774978175,0.40686906624435903,2.573616385713257,2.5580994572635274,2.8242953648100018e-05,0.17547568710359407,0.8058252427184466,0.2881944444444445,"{""accuracy"": 0.4682230869001297, ""precision"": 0.17547568710359407, ""recall"": 0.8058252427184466, ""f1"": 0.2881944444444445, ""pka_atom_accuracy"": 0.8058252427184466, ""rmse_gt"": 2.573616385713257, ""rmse_hit"": 2.5580994572635274, ""confusion_matrix"": {""tn"": 834, ""fp"": 1170, ""fn"": 60, ""tp"": 249}}"
13,1.655529474414953,1.095172748694304,0.560356725754668,1.4613157348199324,1.0595593997926422,0.40175633568719743,2.5683540837338557,2.5669968388548745,2.5418658283290016e-05,0.17134831460674158,0.7896440129449838,0.28159261396422386,"{""accuracy"": 0.46173800259403375, ""precision"": 0.17134831460674158, ""recall"": 0.7896440129449838, ""f1"": 0.28159261396422386, ""pka_atom_accuracy"": 0.7896440129449838, ""rmse_gt"": 2.5683540837338557, ""rmse_hit"": 2.5669968388548745, ""confusion_matrix"": {""tn"": 824, ""fp"": 1180, ""fn"": 65, ""tp"": 244}}"
14,1.6392174064207221,1.1301112385143988,0.5091061654924139,1.4248681473009515,1.0371004436955307,0.3877677018249043,2.500516361316532,2.528713415298904,2.2876792454961016e-05,0.17026022304832714,0.7411003236245954,0.2769044740024184,"{""accuracy"": 0.4829226113272806, ""precision"": 0.17026022304832714, ""recall"": 0.7411003236245954, ""f1"": 0.2769044740024184, ""pka_atom_accuracy"": 0.7411003236245954, ""rmse_gt"": 2.500516361316532, ""rmse_hit"": 2.528713415298904, ""confusion_matrix"": {""tn"": 888, ""fp"": 1116, ""fn"": 80, ""tp"": 229}}"
