epoch,train_loss,train_cla_loss,train_reg_loss,test_loss,test_cla_loss,test_reg_loss,rmse_gt,rmse_hit,learning_rate,precision,recall,f1,test_classification_metrics
0,12.512728859361907,9.607293662596721,2.905435191806399,2.3912816936319525,1.1902796365998007,1.2010020493670845,5.1644334991661545,5.442885614698996,0.0001,0.22454672245467225,0.5210355987055016,0.31384015594541914,"{""accuracy"": 0.6956333765672287, ""precision"": 0.22454672245467225, ""recall"": 0.5210355987055016, ""f1"": 0.31384015594541914, ""pka_atom_accuracy"": 0.5210355987055016, ""rmse_gt"": 5.1644334991661545, ""rmse_hit"": 5.442885614698996, ""confusion_matrix"": {""tn"": 1448, ""fp"": 556, ""fn"": 148, ""tp"": 161}}"
1,3.3645355973200233,2.036271172544514,1.328264414968801,2.3714352586052634,1.1925907095273336,1.1788445512339063,5.128091391500358,5.626201077553439,9e-05,0.19242579324462641,0.6084142394822006,0.2923794712286159,"{""accuracy"": 0.6065715520968439, ""precision"": 0.19242579324462641, ""recall"": 0.6084142394822006, ""f1"": 0.2923794712286159, ""pka_atom_accuracy"": 0.6084142394822006, ""rmse_gt"": 5.128091391500358, ""rmse_hit"": 5.626201077553439, ""confusion_matrix"": {""tn"": 1215, ""fp"": 789, ""fn"": 121, ""tp"": 188}}"
2,2.645946943198294,1.501169325279972,1.1447776129659444,2.2707671259388778,1.190228399363431,1.0805387197231704,4.8526049981999035,5.030327753874628,8.1e-05,0.19068736141906872,0.8349514563106796,0.3104693140794224,"{""accuracy"": 0.5045395590142672, ""precision"": 0.19068736141906872, ""recall"": 0.8349514563106796, ""f1"": 0.3104693140794224, ""pka_atom_accuracy"": 0.8349514563106796, ""rmse_gt"": 4.8526049981999035, ""rmse_hit"": 5.030327753874628, ""confusion_matrix"": {""tn"": 909, ""fp"": 1095, ""fn"": 51, ""tp"": 258}}"
3,2.2347226772446036,1.2752279906015629,0.9594946871501548,2.0929263736262467,1.1676979567065384,0.9252284232865681,4.393145397799401,4.565357097517833,7.290000000000001e-05,0.20877335499593827,0.8317152103559871,0.33376623376623377,"{""accuracy"": 0.556420233463035, ""precision"": 0.20877335499593827, ""recall"": 0.8317152103559871, ""f1"": 0.33376623376623377, ""pka_atom_accuracy"": 0.8317152103559871, ""rmse_gt"": 4.393145397799401, ""rmse_hit"": 4.565357097517833, ""confusion_matrix"": {""tn"": 1030, ""fp"": 974, ""fn"": 52, ""tp"": 257}}"
4,2.208543917328391,1.2950792217281815,0.9134646962402423,2.019156045624704,1.1563357338760838,0.8628203136390907,4.213468735688102,4.330576949236306,6.561000000000002e-05,0.1946647440519106,0.8737864077669902,0.31839622641509435,"{""accuracy"": 0.5002161694768699, ""precision"": 0.1946647440519106, ""recall"": 0.8737864077669902, ""f1"": 0.31839622641509435, ""pka_atom_accuracy"": 0.8737864077669902, ""rmse_gt"": 4.213468735688102, ""rmse_hit"": 4.330576949236306, ""confusion_matrix"": {""tn"": 887, ""fp"": 1117, ""fn"": 39, ""tp"": 270}}"
5,2.080114644983257,1.2388945188837572,0.8412201275960758,1.9095547726660065,1.1478022694587708,0.761752500890218,3.9883635061302085,4.012378612357793,5.904900000000002e-05,0.1919398907103825,0.9093851132686084,0.3169768753525099,"{""accuracy"": 0.4764375270211846, ""precision"": 0.1919398907103825, ""recall"": 0.9093851132686084, ""f1"": 0.3169768753525099, ""pka_atom_accuracy"": 0.9093851132686084, ""rmse_gt"": 3.9883635061302085, ""rmse_hit"": 4.012378612357793, ""confusion_matrix"": {""tn"": 821, ""fp"": 1183, ""fn"": 28, ""tp"": 281}}"
6,1.9150961377519242,1.173015772299926,0.7420803658910672,1.773553855491407,1.1163128025604017,0.6572410592322492,3.734782942831607,3.6420534139504817,5.314410000000002e-05,0.20316027088036118,0.8737864077669902,0.32967032967032966,"{""accuracy"": 0.5252918287937743, ""precision"": 0.20316027088036118, ""recall"": 0.8737864077669902, ""f1"": 0.32967032967032966, ""pka_atom_accuracy"": 0.8737864077669902, ""rmse_gt"": 3.734782942831607, ""rmse_hit"": 3.6420534139504817, ""confusion_matrix"": {""tn"": 945, ""fp"": 1059, ""fn"": 39, ""tp"": 270}}"
7,1.8468132406744913,1.1636054187016647,0.683207817722816,1.6978158091053819,1.101162139935927,0.5966536751909491,3.485487003532567,3.376646134921958,4.782969000000002e-05,0.199137311286844,0.8964401294498382,0.32588235294117646,"{""accuracy"": 0.5045395590142672, ""precision"": 0.199137311286844, ""recall"": 0.8964401294498382, ""f1"": 0.32588235294117646, ""pka_atom_accuracy"": 0.8964401294498382, ""rmse_gt"": 3.485487003532567, ""rmse_hit"": 3.376646134921958, ""confusion_matrix"": {""tn"": 890, ""fp"": 1114, ""fn"": 32, ""tp"": 277}}"
8,1.7713378749810453,1.1304250811099281,0.6409127907427111,1.5629997390689272,1.0616226853746356,0.5013770510582342,3.1861081543960164,3.093376676595604,4.304672100000002e-05,0.21347402597402598,0.8511326860841424,0.3413367942894225,"{""accuracy"": 0.5611759619541721, ""precision"": 0.21347402597402598, ""recall"": 0.8511326860841424, ""f1"": 0.3413367942894225, ""pka_atom_accuracy"": 0.8511326860841424, ""rmse_gt"": 3.1861081543960164, ""rmse_hit"": 3.093376676595604, ""confusion_matrix"": {""tn"": 1035, ""fp"": 969, ""fn"": 46, ""tp"": 263}}"
9,1.758976306641718,1.1507552305525197,0.608221076322668,1.512756335735321,1.045566202654983,0.46719013217450334,3.038072439499105,3.087675353719335,3.874204890000002e-05,0.2078125,0.86084142394822,0.3348017621145375,"{""accuracy"": 0.5430177258971033, ""precision"": 0.2078125, ""recall"": 0.86084142394822, ""f1"": 0.3348017621145375, ""pka_atom_accuracy"": 0.86084142394822, ""rmse_gt"": 3.038072439499105, ""rmse_hit"": 3.087675353719335, ""confusion_matrix"": {""tn"": 990, ""fp"": 1014, ""fn"": 43, ""tp"": 266}}"
