epoch,train_loss,train_cla_loss,train_reg_loss,test_loss,test_cla_loss,test_reg_loss,test_classification_metrics
0,39.33472789275126,0.6170966808784545,38.7176311859025,42.48486467375742,0.5752914795596203,41.90957319549835,"{'accuracy': 0.8267828200972447, 'precision': 0.116, 'recall': 0.043740573152337855, 'f1': 0.06352683461117195, 'pka_atom_accuracy': 0.043740573152337855, 'confusion_matrix': {'tn': 4052, 'fp': 221, 'fn': 634, 'tp': 29}}"
1,12.443597124185601,0.39363973013965203,12.049957397239798,8.49875199977481,0.3205609487252924,8.178191047866257,"{'accuracy': 0.8656807131280388, 'precision': 0, 'recall': 0.0, 'f1': 0, 'pka_atom_accuracy': 0.0, 'confusion_matrix': {'tn': 4273, 'fp': 0, 'fn': 663, 'tp': 0}}"
2,8.656162077451752,0.29245431728579746,8.363707778754094,6.354746309913471,0.18651295552278896,6.168233355952939,"{'accuracy': 0.9181523500810372, 'precision': 0.6645489199491741, 'recall': 0.7888386123680241, 'f1': 0.7213793103448277, 'pka_atom_accuracy': 0.7888386123680241, 'confusion_matrix': {'tn': 4009, 'fp': 264, 'fn': 140, 'tp': 523}}"
3,6.985245869444787,0.2030481085988679,6.782197759329155,5.779651832787132,0.132654731225334,5.646997086512541,"{'accuracy': 0.929902755267423, 'precision': 0.695920889987639, 'recall': 0.8491704374057315, 'f1': 0.7649456521739131, 'pka_atom_accuracy': 0.8491704374057315, 'confusion_matrix': {'tn': 4027, 'fp': 246, 'fn': 100, 'tp': 563}}"
4,6.300239817792039,0.15632478350737403,6.143915049164928,5.2629916986072445,0.11976951557181126,5.143222200274377,"{'accuracy': 0.9292949756888168, 'precision': 0.6656118143459916, 'recall': 0.951734539969834, 'f1': 0.7833643699565488, 'pka_atom_accuracy': 0.951734539969834, 'confusion_matrix': {'tn': 3956, 'fp': 317, 'fn': 32, 'tp': 631}}"
5,5.871481302371302,0.13484130116947046,5.73664001005969,4.846064147279009,0.10878676675689566,4.737277395628255,"{'accuracy': 0.9572528363047001, 'precision': 0.8104395604395604, 'recall': 0.889894419306184, 'f1': 0.8483105679367361, 'pka_atom_accuracy': 0.889894419306184, 'confusion_matrix': {'tn': 4135, 'fp': 138, 'fn': 73, 'tp': 590}}"
6,5.741182935227053,0.12411723061801316,5.617065704986261,5.097718850878729,0.10409367126549089,4.9936251806386975,"{'accuracy': 0.9544165316045381, 'precision': 0.8737201365187713, 'recall': 0.7722473604826546, 'f1': 0.8198558847077663, 'pka_atom_accuracy': 0.7722473604826546, 'confusion_matrix': {'tn': 4199, 'fp': 74, 'fn': 151, 'tp': 512}}"
7,5.335656014962049,0.11343459596476613,5.222221426075101,4.685652746149651,0.09711166446936845,4.588541087798669,"{'accuracy': 0.9629254457050244, 'precision': 0.8305785123966942, 'recall': 0.9095022624434389, 'f1': 0.8682505399568035, 'pka_atom_accuracy': 0.9095022624434389, 'confusion_matrix': {'tn': 4150, 'fp': 123, 'fn': 60, 'tp': 603}}"
8,5.272046788100217,0.10784001594085206,5.164206769677276,4.517013876861322,0.10963287490094271,4.407381004510176,"{'accuracy': 0.9606969205834684, 'precision': 0.8788368336025848, 'recall': 0.8205128205128205, 'f1': 0.8486739469578783, 'pka_atom_accuracy': 0.8205128205128205, 'confusion_matrix': {'tn': 4198, 'fp': 75, 'fn': 119, 'tp': 544}}"
9,4.977538603746287,0.10492604215609126,4.872612567105187,4.745078311770522,0.09216726757998372,4.652911055588653,"{'accuracy': 0.9679902755267423, 'precision': 0.8622668579626973, 'recall': 0.9064856711915535, 'f1': 0.8838235294117648, 'pka_atom_accuracy': 0.9064856711915535, 'confusion_matrix': {'tn': 4177, 'fp': 96, 'fn': 62, 'tp': 601}}"
10,4.923267773936034,0.0990616841598954,4.824206082704151,4.515696234320042,0.08756828977009827,4.428127941218839,"{'accuracy': 0.9665721231766613, 'precision': 0.8651026392961877, 'recall': 0.889894419306184, 'f1': 0.8773234200743494, 'pka_atom_accuracy': 0.889894419306184, 'confusion_matrix': {'tn': 4181, 'fp': 92, 'fn': 73, 'tp': 590}}"
11,4.524669296400421,0.10066850485749254,4.42400078581228,4.233444344126734,0.0860265661641633,4.14741776593345,"{'accuracy': 0.965964343598055, 'precision': 0.8540772532188842, 'recall': 0.9004524886877828, 'f1': 0.8766519823788547, 'pka_atom_accuracy': 0.9004524886877828, 'confusion_matrix': {'tn': 4171, 'fp': 102, 'fn': 66, 'tp': 597}}"
