epoch,train_loss,train_cla_loss,train_reg_loss,test_loss,test_cla_loss,test_reg_loss,test_classification_metrics
0,49.31459607656477,0.9224708677453344,48.392125189248596,47.42200676807717,0.8675695733347936,46.55443717383627,"{'accuracy': 0.18239339752407152, 'precision': 0.12740171445462606, 'recall': 0.9556541019955654, 'f1': 0.22483046426708395, 'pka_atom_accuracy': 0.9556541019955654, 'confusion_matrix': {'tn': 232, 'fp': 2952, 'fn': 20, 'tp': 431}}"
1,12.070719500852032,0.38981481834590936,11.680904677990863,6.283418991172047,0.3217471313120714,5.9616718576161025,"{'accuracy': 0.8759284731774415, 'precision': 0, 'recall': 0.0, 'f1': 0, 'pka_atom_accuracy': 0.0, 'confusion_matrix': {'tn': 3184, 'fp': 0, 'fn': 451, 'tp': 0}}"
2,6.052940255959698,0.2877983291737101,5.765141926265177,3.626972615107227,0.19968591642969136,3.427286692751648,"{'accuracy': 0.90646492434663, 'precision': 0.87248322147651, 'recall': 0.28824833702882485, 'f1': 0.4333333333333334, 'pka_atom_accuracy': 0.28824833702882485, 'confusion_matrix': {'tn': 3165, 'fp': 19, 'fn': 321, 'tp': 130}}"
3,4.725705179864135,0.19465443870955268,4.531050742454397,3.0014645239518982,0.11292443375117076,2.8885400827614003,"{'accuracy': 0.949656121045392, 'precision': 0.7648221343873518, 'recall': 0.8580931263858093, 'f1': 0.8087774294670846, 'pka_atom_accuracy': 0.8580931263858093, 'confusion_matrix': {'tn': 3065, 'fp': 119, 'fn': 64, 'tp': 387}}"
4,4.219427470914092,0.13377514414096572,4.085652323180397,2.8566394224832417,0.09076051895312075,2.7658789106159807,"{'accuracy': 0.9634112792297111, 'precision': 0.8382978723404255, 'recall': 0.8736141906873615, 'f1': 0.8555917480998916, 'pka_atom_accuracy': 0.8736141906873615, 'confusion_matrix': {'tn': 3108, 'fp': 76, 'fn': 57, 'tp': 394}}"
5,4.005257887687792,0.12193768866267839,3.883320184926908,3.365455932219325,0.09240293317433593,3.2730529913203723,"{'accuracy': 0.9620357634112793, 'precision': 0.8027079303675049, 'recall': 0.9201773835920177, 'f1': 0.8574380165289256, 'pka_atom_accuracy': 0.9201773835920177, 'confusion_matrix': {'tn': 3082, 'fp': 102, 'fn': 36, 'tp': 415}}"
6,3.8561827203082344,0.10379520215888913,3.7523875096529737,2.5625461756039773,0.08893187248417125,2.4736142969553323,"{'accuracy': 0.9576341127922972, 'precision': 0.7538461538461538, 'recall': 0.9778270509977827, 'f1': 0.8513513513513513, 'pka_atom_accuracy': 0.9778270509977827, 'confusion_matrix': {'tn': 3040, 'fp': 144, 'fn': 10, 'tp': 441}}"
7,3.535030139653514,0.09374090870018364,3.4412892357897262,2.654587628997718,0.08521765782298549,2.5693699727173716,"{'accuracy': 0.9628610729023384, 'precision': 0.8376068376068376, 'recall': 0.8691796008869179, 'f1': 0.85310119695321, 'pka_atom_accuracy': 0.8691796008869179, 'confusion_matrix': {'tn': 3108, 'fp': 76, 'fn': 59, 'tp': 392}}"
8,3.3697849684114747,0.08585395195685759,3.2839310245355118,2.110638818966884,0.07987696479070638,2.030761852849279,"{'accuracy': 0.9669876203576341, 'precision': 0.8559139784946237, 'recall': 0.8824833702882483, 'f1': 0.8689956331877731, 'pka_atom_accuracy': 0.8824833702882483, 'confusion_matrix': {'tn': 3117, 'fp': 67, 'fn': 53, 'tp': 398}}"
9,3.4934303603015042,0.08659299104949872,3.4068373808994266,2.190585409352554,0.0706006476723801,2.119984765441749,"{'accuracy': 0.966162310866575, 'precision': 0.8082706766917294, 'recall': 0.9534368070953437, 'f1': 0.8748728382502544, 'pka_atom_accuracy': 0.9534368070953437, 'confusion_matrix': {'tn': 3082, 'fp': 102, 'fn': 21, 'tp': 430}}"
